rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,precip_ratio,ponding_hazard,water_contrast,drainage_stress,flood_target
46.02,46.02,8.0,0.23,0.74,0.316,0.534,6.0,8,4,8,0.979,276.44,-0.218,0.767,0
0.0,35.4,725.0,5.32,1.39,0.469,0.785,3.5,3,6,5,35.396,0.0,-0.316,0.0,0
11.22,89.8,19.0,0.16,1.31,0.243,0.542,4.0,8,3,5,7.346,306.653,-0.299,0.281,0
20.87,83.49,5.0,0.12,2.0,0.274,0.636,6.5,5,2,7,3.817,439.945,-0.363,0.321,0
0.0,39.84,4.0,0.12,1.66,0.073,0.564,6.0,4,9,9,39.836,444.576,-0.491,0.0,1
0.0,0.0,33.0,1.47,4.3,0.122,0.44,6.5,5,7,7,0.0,42.624,-0.318,0.0,0
0.0,45.6,10.0,0.42,8.42,0.066,0.192,4.0,5,3,7,45.597,173.5,-0.126,0.0,1
22.82,103.22,9.0,0.59,2.61,0.139,0.545,3.5,8,5,5,4.334,131.652,-0.407,0.652,0
0.0,0.0,4.0,0.23,9.51,0.473,0.673,6.5,3,7,8,0.0,289.269,-0.201,0.0,0
0.0,29.87,2.0,0.23,1.84,0.108,0.553,6.0,4,5,5,29.865,295.295,-0.445,0.0,1
15.23,53.3,251.0,2.34,2.55,0.269,0.553,3.5,8,5,7,3.284,0.0,-0.284,0.435,0
20.93,83.71,27.0,0.74,4.4,0.334,0.548,7.0,3,1,4,3.818,86.617,-0.214,0.299,1
0.0,0.0,12.0,0.26,3.18,0.427,0.759,5.5,9,4,8,0.0,244.471,-0.332,0.0,0
7.26,37.48,11.0,0.23,9.03,0.172,0.34,5.0,7,7,2,4.536,267.707,-0.168,0.145,1
0.0,47.03,8.0,0.66,2.33,0.144,0.368,6.5,7,4,8,47.034,121.583,-0.224,0.0,1
15.6,39.61,7.0,0.74,5.11,0.104,0.269,3.5,4,5,3,2.386,110.283,-0.165,0.446,1
9.66,86.97,15.0,0.26,0.86,0.256,0.383,5.0,2,3,4,8.156,236.527,-0.127,0.193,1
41.0,123.0,20.0,0.12,4.58,0.295,0.802,6.0,7,6,10,2.929,370.252,-0.506,0.683,0
0.0,0.0,6.0,0.33,4.76,0.007,0.619,3.0,2,2,8,0.0,219.385,-0.612,0.0,1
10.35,72.42,34.0,0.59,1.6,0.214,0.566,2.0,5,3,8,6.383,95.307,-0.352,0.517,0
21.38,74.84,6.0,0.42,3.15,0.35,0.842,4.5,2,1,2,3.344,181.417,-0.493,0.475,0
72.64,72.64,119.0,1.14,1.23,0.327,0.845,6.5,5,1,4,0.986,0.0,-0.518,1.118,0
23.73,71.19,5.0,0.26,0.63,0.276,0.69,8.0,2,3,3,2.879,264.288,-0.414,0.297,0
10.76,36.85,8.0,0.35,1.66,0.105,0.13,6.0,2,5,4,3.134,205.447,-0.024,0.179,1
0.0,0.0,34.0,5.14,0.19,0.517,0.785,5.5,3,3,1,0.0,12.607,-0.268,0.0,0
0.0,60.54,10.0,0.46,2.38,0.257,0.5,4.5,6,6,6,60.537,159.512,-0.243,0.0,1
0.0,0.0,7.0,0.42,0.85,0.328,0.417,4.5,4,7,7,0.0,179.185,-0.089,0.0,0
7.86,78.6,21.0,1.2,0.02,0.301,0.489,3.0,4,4,6,8.871,60.963,-0.189,0.262,0
9.94,29.83,130.0,1.73,0.81,0.228,0.357,3.5,2,4,1,2.726,0.0,-0.129,0.284,0
10.85,75.92,18.0,0.12,3.23,0.309,0.621,4.0,4,6,4,6.409,379.21,-0.312,0.271,1
10.9,76.29,17.0,0.42,6.68,0.167,0.348,6.0,2,8,6,6.412,160.019,-0.181,0.182,1
0.0,47.13,31.0,0.37,0.51,0.101,0.239,3.0,4,3,4,47.127,147.818,-0.138,0.0,1
14.7,58.82,6.0,0.35,0.34,0.246,0.573,3.0,4,6,7,3.745,209.74,-0.327,0.49,1
11.65,34.94,5.0,0.42,0.56,0.108,0.3,4.0,2,2,3,2.763,183.318,-0.192,0.291,1
7.86,78.6,7.0,0.46,5.17,0.246,0.523,4.0,4,4,7,8.871,164.607,-0.277,0.196,0
6.11,67.2,31.0,0.58,0.39,0.243,0.624,8.0,6,9,3,9.453,101.355,-0.381,0.076,0
10.14,10.14,10.0,0.58,1.39,0.337,0.462,5.5,5,8,9,0.91,132.419,-0.125,0.184,0
0.0,45.67,4.0,0.12,3.42,0.127,0.197,7.0,1,2,9,45.669,443.915,-0.071,0.0,1
43.52,43.52,40.0,1.04,0.06,0.334,0.641,4.0,4,7,4,0.978,52.754,-0.307,1.088,0
0.0,37.32,8.0,0.16,6.73,0.056,0.394,5.0,3,2,6,37.319,348.249,-0.338,0.0,1
0.0,54.7,1.0,0.82,1.04,0.046,0.619,6.5,2,7,5,54.695,107.535,-0.573,0.0,1
22.56,101.51,34.0,0.26,2.29,0.311,0.72,5.5,3,6,5,4.309,183.614,-0.41,0.41,1
0.0,0.0,1.0,0.37,6.71,0.144,0.399,8.5,2,5,4,0.0,211.756,-0.255,0.0,1
7.71,46.27,183.0,2.95,3.45,0.256,0.484,6.5,5,3,2,5.311,0.0,-0.229,0.119,0
12.15,85.02,9.0,0.98,1.76,0.358,0.252,7.0,3,8,6,6.468,83.878,0.106,0.174,1
18.36,30.36,83.0,1.88,1.8,0.393,0.796,4.0,7,3,5,1.568,8.583,-0.403,0.459,0
0.0,11.12,364.0,0.58,4.43,0.343,0.766,5.5,7,3,7,11.125,0.0,-0.423,0.0,0
0.0,0.0,2.0,0.74,8.51,0.099,0.431,4.5,3,7,7,0.0,116.095,-0.332,0.0,1
0.0,94.4,72.0,2.44,2.86,0.31,0.832,5.5,3,3,5,94.402,11.031,-0.523,0.0,0
0.0,20.91,423.0,3.01,4.44,0.259,0.522,3.5,4,7,5,20.907,0.0,-0.264,0.0,0
0.0,24.04,8.0,0.37,0.84,0.068,0.419,8.0,5,3,7,24.042,196.814,-0.351,0.0,1
0.0,34.32,17.0,1.35,0.64,0.262,0.406,3.0,4,5,2,34.324,57.149,-0.144,0.0,0
0.0,38.87,20.0,0.16,2.1,0.346,0.399,3.5,7,2,6,38.868,302.921,-0.053,0.0,0
26.01,69.35,111.0,1.09,6.19,0.313,0.553,3.5,5,3,3,2.568,0.0,-0.24,0.743,0
14.7,58.82,6.0,0.16,1.09,0.236,0.456,7.0,7,2,7,3.745,356.003,-0.22,0.21,1
0.0,16.45,15.0,0.33,2.65,0.148,0.76,5.5,2,3,1,16.45,198.456,-0.612,0.0,0
7.72,77.21,8.0,0.78,0.92,0.204,0.672,3.0,6,10,7,8.853,104.646,-0.468,0.257,1
0.0,0.0,11.0,0.58,3.11,0.363,0.776,8.5,2,4,5,0.0,130.774,-0.413,0.0,0
21.48,85.91,6.0,0.12,8.17,0.255,0.6,4.0,6,4,9,3.822,434.771,-0.345,0.537,1
10.53,84.23,16.0,0.7,0.05,0.285,0.199,6.0,8,8,5,7.306,105.583,0.086,0.175,0
10.9,76.29,16.0,0.16,5.51,0.171,0.268,6.0,5,7,6,6.412,318.001,-0.097,0.182,1
12.72,89.02,15.0,0.26,1.19,0.258,0.481,5.0,5,4,5,6.49,236.301,-0.223,0.254,1
11.85,82.98,24.0,0.23,3.35,0.436,0.746,6.0,5,7,7,6.455,229.004,-0.31,0.198,0
8.94,89.42,4.0,0.12,10.97,0.27,0.347,3.0,4,5,5,8.994,444.576,-0.077,0.298,1
8.7,78.29,4.0,0.16,1.5,0.215,0.257,5.0,5,2,5,8.072,363.398,-0.042,0.174,1
7.83,78.28,1.0,0.35,0.34,0.093,0.619,3.0,6,5,9,8.867,221.078,-0.526,0.261,1
13.73,42.3,3.0,0.26,0.86,0.183,0.294,8.0,5,9,5,2.872,269.7,-0.111,0.172,1
30.07,30.07,473.0,3.04,1.76,0.338,0.721,5.5,4,2,3,0.968,0.0,-0.383,0.547,0
25.26,75.78,2.0,0.33,0.96,0.095,0.068,5.0,6,2,3,2.886,228.679,0.027,0.505,1
9.66,86.97,15.0,0.26,1.19,0.281,0.191,5.0,6,10,6,8.156,236.276,0.09,0.193,1
0.0,106.79,90.0,1.77,0.66,0.366,0.86,2.5,3,2,7,106.791,5.36,-0.493,0.0,0
33.98,45.2,9.0,0.12,2.13,0.099,0.144,2.5,2,3,4,1.292,421.421,-0.045,1.359,1
23.51,105.78,18.0,0.37,0.51,0.268,0.807,6.0,5,4,8,4.316,175.465,-0.539,0.392,0
8.34,75.03,5.0,0.01,2.14,0.374,0.332,5.0,9,6,2,8.036,863.636,0.042,0.167,1
18.97,66.39,5.0,0.12,2.45,0.135,0.513,4.5,8,4,5,3.325,439.945,-0.378,0.421,1
0.0,0.0,5.0,0.12,1.95,-0.065,0.619,3.5,9,4,7,0.0,439.179,-0.684,0.0,1
0.0,0.0,6.0,0.58,0.23,0.15,0.398,4.0,6,2,9,0.0,138.304,-0.249,0.0,1
13.35,53.4,20.0,0.48,3.6,0.16,0.627,7.0,6,4,5,3.721,138.165,-0.467,0.191,0
0.0,0.0,11.0,0.16,8.5,0.132,0.618,6.5,4,2,5,0.0,336.895,-0.486,0.0,1
46.32,46.32,2.0,0.66,3.69,0.155,0.493,5.0,3,7,4,0.979,129.473,-0.339,0.926,1
0.0,0.0,3.0,0.26,0.63,0.247,0.425,5.5,2,6,2,0.0,269.45,-0.177,0.0,1
0.0,0.0,7.0,0.26,3.05,0.074,0.326,4.5,7,2,2,0.0,258.65,-0.253,0.0,1
0.0,0.0,33.0,0.37,1.79,0.085,0.557,6.5,4,5,8,0.0,143.535,-0.472,0.0,1
11.3,33.9,20.0,0.82,0.29,0.24,0.538,7.5,5,6,2,2.756,86.979,-0.298,0.151,0
0.0,46.14,10.0,0.12,5.77,0.089,0.187,5.5,5,3,4,46.139,416.235,-0.098,0.0,1
0.0,10.66,319.0,0.01,7.52,-0.014,0.134,5.0,7,6,2,10.659,0.0,-0.149,0.0,0
46.54,66.45,3.0,0.49,2.54,0.068,0.059,3.0,3,3,3,1.398,163.721,0.008,1.551,1
9.18,25.13,26.0,0.98,4.56,0.298,0.598,5.0,4,5,4,2.47,68.204,-0.3,0.184,0
20.81,20.81,8.0,0.01,8.76,-0.127,-0.011,3.0,1,2,4,0.954,836.364,-0.116,0.694,1
0.0,12.52,9.0,0.12,4.32,0.417,0.853,3.5,5,5,3,12.518,420.55,-0.436,0.0,0
14.79,38.67,1013.0,2.39,2.18,0.392,0.865,5.5,5,4,3,2.449,0.0,-0.473,0.269,0
0.0,23.27,22.0,0.23,1.56,0.47,0.706,4.5,8,5,4,23.274,234.827,-0.235,0.0,0
20.71,93.18,10.0,0.71,0.04,0.234,0.58,9.5,6,4,5,4.293,111.773,-0.346,0.218,1
0.0,38.74,29.0,1.1,11.14,0.239,0.737,8.0,4,9,8,38.74,59.033,-0.498,0.0,0
0.0,76.27,3.0,0.82,0.87,0.233,0.619,7.5,4,5,3,76.273,105.371,-0.387,0.0,1
0.0,28.84,11.0,0.26,1.64,0.201,0.221,5.0,5,3,3,28.842,247.388,-0.019,0.0,1
11.34,56.7,17.0,0.16,1.32,0.39,0.812,4.0,2,5,8,4.595,314.329,-0.422,0.284,0
8.52,59.61,8.0,0.12,1.66,0.155,0.113,5.5,5,8,4,6.264,425.462,0.042,0.155,1
5.03,9.71,37.0,1.63,1.66,0.288,0.818,5.5,7,1,4,1.61,36.483,-0.53,0.091,0
11.78,35.34,13.0,1.65,0.49,0.314,0.743,8.0,7,7,6,2.765,49.76,-0.43,0.147,0
0.0,0.0,168.0,1.4,2.69,0.164,0.812,5.0,5,3,4,0.0,0.0,-0.647,0.0,0
0.0,28.66,4.0,0.71,2.03,0.235,0.461,7.0,7,2,5,28.659,119.225,-0.226,0.0,0
34.99,34.99,15.0,0.01,3.75,0.316,0.711,6.5,7,6,5,0.972,772.727,-0.395,0.538,0
23.07,92.28,14.0,0.16,1.31,0.192,0.365,5.0,5,6,6,3.834,325.59,-0.173,0.461,1
0.0,45.67,2.0,0.16,1.5,0.187,0.768,10.0,4,8,6,45.669,370.95,-0.581,0.0,1
9.33,83.98,11.0,0.42,0.56,0.325,0.25,3.0,5,6,5,8.129,171.707,0.075,0.311,1
0.0,23.43,624.0,0.48,0.25,0.273,0.758,4.5,5,3,5,23.431,0.0,-0.484,0.0,0
12.0,84.01,16.0,0.37,0.29,0.232,0.28,4.0,4,7,5,6.462,179.716,-0.048,0.3,0
9.62,76.93,39.0,1.17,3.62,0.311,0.694,4.0,4,9,5,7.246,48.221,-0.383,0.24,0
0.0,60.08,4.0,0.52,7.16,0.17,0.566,4.5,2,4,9,60.077,154.927,-0.397,0.0,1
8.26,24.79,3.0,0.82,1.04,0.055,0.247,7.0,3,8,3,2.676,104.939,-0.192,0.118,0
12.39,49.57,1960.0,4.85,0.1,0.136,0.409,5.0,3,4,7,3.701,0.0,-0.272,0.248,0
0.0,0.0,5.0,0.37,0.28,0.06,0.619,8.0,3,4,7,0.0,203.105,-0.559,0.0,1
45.45,57.52,40.0,0.58,0.52,0.314,0.694,4.0,9,4,7,1.238,88.145,-0.381,1.136,0
54.61,54.61,0.0,0.16,2.54,0.034,0.619,8.0,5,6,2,0.982,378.598,-0.585,0.683,1
20.71,93.18,5.0,0.33,2.88,0.234,0.423,4.5,5,8,5,4.293,221.907,-0.189,0.46,1
0.0,0.0,4.0,0.16,1.65,0.276,0.467,6.0,5,3,4,0.0,363.28,-0.191,0.0,1
15.69,62.76,20.0,0.12,9.55,0.304,0.677,5.0,2,6,8,3.76,370.48,-0.372,0.314,1
36.76,73.52,0.0,0.01,2.7,0.048,0.619,7.0,2,2,6,1.947,909.091,-0.571,0.525,1
0.0,42.32,1159.0,2.22,1.28,0.464,0.859,6.0,2,6,8,42.32,0.0,-0.395,0.0,0
20.18,70.64,7.0,0.12,3.27,0.167,0.375,4.0,7,3,2,3.335,430.683,-0.208,0.505,1
10.61,106.07,5.0,0.23,2.58,0.232,0.362,5.0,2,6,3,9.138,286.255,-0.13,0.212,1
17.61,30.44,24.0,2.46,3.37,0.298,0.823,7.5,8,8,5,1.635,29.737,-0.524,0.235,0
0.0,23.65,447.0,0.42,6.47,0.241,0.81,5.5,3,4,4,23.65,0.0,-0.569,0.0,0
7.92,63.33,5.0,0.01,2.14,0.291,0.252,4.5,7,7,5,7.103,863.636,0.039,0.176,1
8.15,81.52,31.0,1.3,3.14,0.214,0.672,5.0,7,5,3,8.907,49.401,-0.459,0.163,0
0.0,37.1,1.0,0.12,1.84,0.333,0.567,7.0,5,3,9,37.104,458.179,-0.234,0.0,1
7.94,71.43,16.0,0.16,6.75,0.196,0.297,4.5,9,6,6,7.993,317.906,-0.102,0.176,1
0.0,0.0,4.0,0.35,7.95,0.045,0.619,3.5,5,3,3,0.0,214.015,-0.574,0.0,1
15.95,79.74,2.0,0.37,2.16,0.012,-0.12,4.5,5,6,1,4.705,209.961,0.132,0.354,1
6.08,54.73,9.0,0.37,0.51,0.098,0.397,1.5,6,8,3,7.729,194.973,-0.299,0.405,1
33.58,33.58,15.0,0.47,5.38,0.148,0.483,5.0,7,1,8,0.971,150.387,-0.336,0.672,1
0.0,25.51,15.0,0.23,2.19,0.311,0.679,3.0,4,6,8,25.506,255.896,-0.368,0.0,0
34.32,55.45,6.0,0.58,6.05,0.195,0.384,4.0,7,5,4,1.57,138.212,-0.189,0.858,1
13.6,68.01,22.0,0.12,3.1,0.362,0.738,6.0,5,2,6,4.658,361.218,-0.376,0.227,0
8.2,73.78,4.0,0.46,0.28,0.084,0.183,3.5,5,5,1,8.022,170.293,-0.099,0.234,1
0.0,0.0,3.0,0.12,2.0,0.059,0.628,7.0,8,3,7,0.0,449.207,-0.569,0.0,1
0.0,47.85,13.0,0.01,2.14,0.095,0.541,4.0,4,5,6,47.852,790.909,-0.445,0.0,0
0.0,0.0,28.0,2.39,0.66,0.197,0.874,3.5,6,3,4,0.0,28.863,-0.677,0.0,0
9.01,27.02,394.0,0.01,4.31,0.13,0.467,5.5,2,7,7,2.7,0.0,-0.337,0.164,0
0.0,35.63,3.0,0.26,7.56,-0.025,0.223,4.0,9,2,3,35.625,269.918,-0.248,0.0,1
0.0,0.0,5.0,0.59,2.63,0.154,0.329,5.0,5,2,7,0.0,137.438,-0.175,0.0,1
10.76,75.34,77.0,0.59,3.77,0.387,0.764,3.5,4,2,4,6.405,33.276,-0.377,0.308,0
8.52,59.61,14.0,0.26,0.63,0.319,0.267,6.5,4,4,7,6.264,239.033,0.052,0.131,1
0.0,42.96,5.0,0.26,1.32,0.168,0.629,4.0,5,4,5,42.962,264.026,-0.461,0.0,1
15.16,60.65,0.0,0.01,3.98,0.051,0.619,2.5,5,3,2,3.753,909.091,-0.569,0.607,1
0.0,0.0,4.0,0.35,0.74,-0.0,0.619,5.0,2,1,10,0.0,214.379,-0.619,0.0,1
0.0,0.0,100.0,0.78,3.1,0.199,0.604,5.0,7,6,4,0.0,0.0,-0.405,0.0,0
13.6,68.01,18.0,0.58,3.07,0.349,0.734,7.0,5,8,5,4.658,120.612,-0.385,0.194,0
0.0,60.54,4.0,0.59,2.45,0.21,0.65,7.0,4,3,8,60.537,138.896,-0.439,0.0,1
7.18,78.96,3.0,0.42,0.15,0.148,0.584,5.5,4,3,3,9.655,187.12,-0.436,0.131,1
0.0,0.0,3.0,0.23,5.72,0.255,0.36,3.5,2,1,7,0.0,291.334,-0.106,0.0,0
33.73,33.73,10.0,0.12,2.89,-0.013,0.078,7.0,3,6,5,0.971,416.79,-0.092,0.482,1
22.67,90.67,20.0,0.52,6.83,0.411,0.788,4.5,2,8,7,3.831,129.329,-0.377,0.504,0
30.73,30.73,18.0,0.37,4.14,0.201,0.174,8.0,9,5,6,0.968,175.7,0.027,0.384,1
20.52,61.55,2.0,0.33,0.4,0.007,0.619,7.0,1,4,9,2.861,228.69,-0.612,0.293,1
0.0,47.12,36.0,0.62,0.85,0.244,0.415,8.0,4,5,4,47.115,88.34,-0.171,0.0,0
30.97,51.62,247.0,3.45,2.02,0.18,0.104,4.0,2,8,4,1.615,0.0,0.076,0.774,0
10.73,53.63,48.0,0.68,5.63,0.458,0.633,3.5,3,1,2,4.574,66.963,-0.175,0.306,0
9.65,67.55,8.0,0.26,1.19,0.252,0.246,5.0,4,6,5,6.343,256.015,0.006,0.193,1
0.0,0.0,320.0,2.38,1.32,0.208,0.827,6.0,4,4,10,0.0,0.0,-0.619,0.0,0
11.73,82.12,12.0,0.26,2.71,0.304,0.547,4.5,5,3,2,6.45,244.619,-0.243,0.261,0
0.0,0.0,28.0,0.93,5.81,0.392,0.841,7.5,7,5,2,0.0,70.079,-0.449,0.0,0
0.0,0.0,2.0,0.23,9.06,0.146,0.467,4.5,5,6,8,0.0,294.719,-0.321,0.0,1
0.0,27.03,6.0,0.42,2.35,0.2,0.459,5.0,7,6,5,27.031,181.407,-0.258,0.0,1
9.38,56.26,33.0,0.52,2.88,0.25,0.54,3.5,3,7,5,5.422,108.124,-0.29,0.268,1
8.94,89.42,14.0,0.78,4.22,0.247,0.717,3.5,7,4,1,8.994,97.796,-0.47,0.255,0
7.44,74.42,53.0,1.62,1.83,0.309,0.754,4.0,5,4,3,8.815,27.359,-0.446,0.186,0
0.0,0.0,3.0,0.16,1.65,0.135,0.113,6.0,5,10,6,0.0,367.037,0.022,0.0,1
0.0,3.06,4.0,0.48,0.02,0.088,0.32,5.0,5,8,3,3.062,166.056,-0.232,0.0,1
10.42,62.53,9.0,0.26,0.63,0.33,0.319,5.0,6,5,4,5.475,253.216,0.011,0.208,1
0.0,0.0,22.0,0.52,4.97,0.5,0.813,5.0,6,9,5,0.0,126.092,-0.313,0.0,0
0.0,66.92,319.0,0.01,2.7,-0.052,0.312,5.0,3,5,3,66.915,0.0,-0.364,0.0,0
8.09,32.37,335.0,3.36,1.31,0.329,0.826,6.5,5,7,5,3.56,0.0,-0.497,0.124,0
12.46,28.02,1267.0,0.91,1.46,0.36,0.855,4.5,2,5,3,2.082,0.0,-0.495,0.277,0
0.0,46.66,5.0,0.01,3.8,0.074,0.234,8.5,2,6,2,46.664,863.636,-0.16,0.0,1
0.0,9.05,0.0,0.01,4.52,0.191,0.619,5.0,7,4,8,9.049,909.091,-0.428,0.0,1
0.0,15.91,0.0,0.35,1.04,0.023,0.619,4.5,5,4,7,15.906,223.312,-0.596,0.0,1
18.8,45.62,3.0,0.12,3.94,0.114,0.277,4.0,1,4,2,2.304,448.664,-0.163,0.47,1
0.0,35.63,2.0,0.26,6.85,0.024,0.368,5.0,1,6,4,35.625,272.412,-0.344,0.0,1
53.89,67.43,5.0,0.42,2.23,0.066,0.619,4.0,3,6,5,1.228,183.128,-0.553,1.347,1
0.0,0.0,0.0,0.01,2.83,0.057,0.208,8.5,4,3,9,0.0,909.091,-0.151,0.0,0
12.63,63.15,22.0,0.26,0.86,0.457,0.842,4.0,3,1,8,4.633,216.982,-0.384,0.316,0
25.07,100.27,18.0,0.26,0.86,0.272,0.765,7.5,6,4,4,3.847,227.962,-0.494,0.334,0
10.69,64.14,57.0,0.88,1.07,0.423,0.902,3.0,5,6,4,5.487,43.744,-0.479,0.356,0
7.18,78.96,5.0,0.59,0.03,0.108,0.23,6.0,9,2,4,9.655,137.128,-0.122,0.12,1
23.57,63.02,16.0,0.12,4.57,0.245,0.682,6.0,3,7,5,2.565,389.004,-0.437,0.393,0
7.95,79.47,8.0,0.12,1.84,0.143,0.421,5.5,6,8,3,8.882,425.401,-0.278,0.144,1
7.5,59.97,7.0,0.42,4.33,0.311,0.286,6.5,4,6,8,7.058,179.282,0.025,0.115,1
37.39,37.39,0.0,0.01,6.82,0.041,0.116,5.0,10,1,2,0.974,909.091,-0.075,0.748,1
0.0,0.0,0.0,0.47,1.23,0.159,0.619,6.5,6,7,3,0.0,176.85,-0.46,0.0,1
19.22,19.22,11.0,0.12,2.0,-0.121,-0.011,4.5,6,4,6,0.951,411.57,-0.11,0.427,1
38.68,38.68,45.0,1.09,0.52,0.348,0.684,6.0,6,5,3,0.975,46.052,-0.336,0.645,0
18.61,74.45,12.0,0.68,0.37,0.193,0.332,4.5,4,4,1,3.796,113.248,-0.14,0.414,1
16.36,16.36,23.0,0.37,0.28,0.306,0.584,3.5,4,10,4,0.942,164.709,-0.277,0.467,0
9.65,67.55,8.0,0.23,6.97,0.24,0.508,5.0,3,1,7,6.343,277.216,-0.268,0.193,1
43.59,43.59,4.0,0.33,0.4,0.088,0.237,7.5,7,1,7,0.978,224.152,-0.149,0.581,1
12.62,88.32,40.0,0.42,0.56,0.241,0.286,6.5,1,8,5,6.486,115.682,-0.044,0.194,1
0.0,67.76,3.0,0.23,0.97,0.223,0.519,8.5,8,7,7,67.764,292.069,-0.295,0.0,1
7.94,71.43,36.0,0.37,9.45,0.215,0.437,4.0,3,7,7,7.993,136.842,-0.221,0.198,1
0.0,0.0,0.0,0.16,6.58,0.067,0.063,5.5,3,3,3,0.0,378.316,0.004,0.0,1
12.26,44.84,4.0,0.12,1.66,0.221,0.553,5.5,2,1,10,3.381,444.053,-0.333,0.223,1
0.0,77.38,5.0,1.07,4.07,0.174,0.258,8.0,9,9,5,77.379,81.279,-0.084,0.0,1
22.17,66.52,2.0,0.12,1.44,0.027,0.619,6.5,3,10,4,2.871,453.838,-0.592,0.341,1
9.66,86.97,11.0,0.35,1.59,0.283,0.439,8.0,3,7,9,8.156,198.367,-0.156,0.121,1
9.39,65.74,85.0,1.3,0.63,0.263,0.633,4.0,7,7,6,6.326,10.744,-0.37,0.235,0
0.0,0.0,4.0,0.58,7.75,0.24,0.416,4.5,6,2,3,0.0,141.079,-0.177,0.0,1
22.32,89.27,5.0,0.52,4.91,0.323,0.705,5.5,5,5,5,3.828,153.576,-0.383,0.406,1
4.98,49.78,1.0,0.12,7.37,0.054,0.109,6.5,2,6,10,8.327,458.469,-0.055,0.077,1
0.0,34.89,30.0,0.35,9.04,0.474,0.822,5.0,5,5,4,34.889,156.197,-0.348,0.0,0
17.53,52.58,20.0,0.59,1.06,0.196,0.476,6.0,5,6,7,2.838,115.744,-0.281,0.292,0
34.32,55.45,6.0,0.16,6.86,0.215,0.619,4.0,3,7,9,1.57,355.876,-0.404,0.858,0
0.0,33.32,63.0,1.26,0.15,0.236,0.751,5.0,6,8,10,33.318,27.292,-0.515,0.0,0
14.81,14.81,5.0,0.01,2.84,0.148,0.678,4.0,4,4,4,0.937,863.636,-0.53,0.37,1
27.32,49.41,8.0,0.37,1.2,0.069,0.126,4.5,1,2,9,1.745,196.864,-0.057,0.607,1
0.0,56.02,32.0,0.74,0.84,0.283,0.785,4.0,6,6,7,56.02,81.407,-0.502,0.0,0
0.0,68.93,36.0,0.42,0.85,0.365,0.698,6.0,4,4,7,68.928,123.484,-0.333,0.0,0
11.96,71.75,53.0,1.73,0.4,0.396,0.803,6.5,3,6,6,5.537,25.731,-0.407,0.184,0
12.63,63.15,28.0,0.26,2.99,0.473,0.734,6.0,6,7,4,4.633,200.391,-0.26,0.21,0
13.34,32.14,4.0,0.48,6.99,0.054,0.619,7.5,7,9,6,2.242,166.071,-0.565,0.178,1
10.04,50.19,131.0,3.5,0.23,0.305,0.372,5.0,3,4,4,4.547,0.0,-0.067,0.201,0
0.0,0.0,5.0,0.58,0.64,0.069,0.619,4.0,1,5,7,0.0,139.524,-0.55,0.0,1
13.46,13.46,8.0,0.01,4.73,-0.168,0.619,6.0,4,4,6,0.931,836.364,-0.788,0.224,0
0.0,17.05,12.0,0.26,3.01,0.071,0.111,6.0,4,4,5,17.048,244.612,-0.04,0.0,1
0.0,0.0,11.0,0.12,1.43,0.459,0.761,7.0,5,8,7,0.0,411.403,-0.302,0.0,0
7.81,78.08,4.0,0.16,5.77,0.249,0.363,6.0,5,5,4,8.865,363.381,-0.114,0.13,1
0.0,35.39,9.0,0.12,2.0,0.252,0.369,6.5,3,3,6,35.392,421.421,-0.117,0.0,1
38.05,38.05,8.0,0.26,4.01,-0.115,-0.002,5.0,6,5,2,0.974,255.998,-0.114,0.761,1
0.0,39.16,20.0,0.26,3.22,0.236,0.77,3.0,6,6,5,39.16,222.57,-0.534,0.0,0
9.08,90.77,5.0,0.12,2.53,0.33,0.706,5.5,5,4,6,9.008,439.372,-0.376,0.165,0
20.52,61.55,3.0,0.23,0.74,-0.024,0.619,3.5,3,7,3,2.861,291.525,-0.643,0.586,1
29.83,29.83,10.0,0.12,10.87,-0.082,-0.117,2.5,2,4,4,0.968,416.23,0.035,1.193,1
0.0,17.05,4.0,0.59,4.41,0.089,0.269,4.0,4,7,4,17.048,138.617,-0.18,0.0,1
0.0,71.77,20.0,0.37,2.94,0.252,0.38,3.0,3,9,9,71.768,170.865,-0.128,0.0,0
5.28,42.24,12.0,0.33,1.09,0.142,0.302,5.5,5,5,6,6.726,205.284,-0.16,0.096,0
20.66,41.32,1.0,0.71,5.06,0.143,0.243,4.0,6,6,4,1.908,122.944,-0.1,0.517,1
24.27,97.07,18.0,0.35,3.75,0.425,0.842,4.5,6,7,4,3.842,182.958,-0.418,0.539,0
12.72,89.02,19.0,0.26,2.88,0.296,0.517,2.5,4,6,2,6.49,225.401,-0.221,0.509,1
0.0,0.0,150.0,0.26,0.63,0.15,0.472,4.5,6,5,4,0.0,0.0,-0.321,0.0,0
0.0,0.0,11.0,0.58,0.05,0.112,0.619,5.0,5,6,2,0.0,130.61,-0.507,0.0,0
0.0,47.93,10.0,0.62,5.06,0.132,0.336,6.0,4,6,3,47.935,124.217,-0.204,0.0,1
20.45,71.59,6.0,0.33,6.5,0.146,0.619,6.0,3,4,8,3.337,219.488,-0.473,0.341,1
14.89,14.89,54.0,1.36,2.96,0.219,0.781,6.0,4,3,3,0.937,31.569,-0.562,0.248,0
