rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,flow_accumulation,roughness,flood_probability,flood_target
0.0,41.94,13.0,1.42,3.39,0.328,0.659,3.0,5,5,2,1.0,0.06,0.2294,0
45.84,57.34,5.0,0.16,1.09,0.322,0.72,5.0,2,5,7,1.0,0.1,0.3307,0
0.0,108.33,83.0,0.26,6.23,0.326,0.781,5.5,3,7,6,1.0,0.06,0.3082,0
8.42,50.55,193.0,4.47,0.97,0.274,0.491,6.0,4,3,6,1.0,0.06,0.1524,0
8.97,44.83,68.0,0.42,7.23,0.263,0.53,6.5,6,7,6,1.0,0.06,0.2657,0
10.76,75.34,38.0,1.25,3.88,0.415,0.673,3.5,3,5,6,1.0,0.06,0.2825,0
23.07,92.28,15.0,0.23,6.13,0.182,0.244,5.5,4,5,5,1.0,0.06,0.4035,1
40.64,62.62,25.0,1.76,2.31,0.314,0.654,6.0,5,5,4,1.0,0.06,0.3644,0
18.46,55.37,65.0,2.54,1.45,0.276,0.5,4.5,9,4,6,1.0,0.06,0.3028,0
41.68,41.68,7.0,0.74,2.16,0.174,0.453,3.5,7,1,4,1.0,0.06,0.3613,0
12.99,12.99,24.0,0.12,2.35,0.506,0.75,5.5,4,5,7,4.0,0.06,0.191,0
26.33,70.22,134.0,5.23,7.88,0.309,0.648,5.5,4,4,1,1.0,0.06,0.3015,0
12.15,85.02,15.0,1.2,1.57,0.357,0.376,5.0,6,5,10,1.0,0.013,0.3392,1
23.76,95.04,15.0,0.26,2.19,0.414,0.828,5.0,4,4,2,2.0,0.013,0.3744,0
9.68,87.12,33.0,0.82,2.1,0.253,0.409,3.5,1,6,2,1.0,0.06,0.2664,0
18.19,63.66,76.0,0.74,7.5,0.248,0.641,4.5,8,5,5,5.0,0.06,0.3518,0
10.77,75.37,15.0,0.23,9.96,0.173,0.332,5.0,6,4,2,1.0,0.06,0.3918,0
23.96,95.86,20.0,0.49,0.4,0.336,0.651,5.5,5,4,6,3.0,0.06,0.3706,0
0.0,0.0,26.0,0.37,0.28,0.405,0.716,4.0,4,3,8,1.0,0.06,0.1386,0
0.0,0.0,319.0,0.0,5.52,-0.006,0.205,5.0,3,4,7,1.0,0.06,0.0998,0
6.08,54.73,7.0,0.37,0.69,0.158,0.242,4.0,6,3,6,1.0,0.1,0.2609,0
11.85,82.98,36.0,0.42,0.16,0.452,0.856,2.0,7,7,5,1.0,0.06,0.321,0
0.0,0.0,43.0,0.52,1.69,0.434,0.687,6.5,3,3,9,1.0,0.1,0.1322,0
0.0,93.65,29.0,2.82,0.55,0.378,0.804,3.0,7,5,2,3.0,0.06,0.3163,0
10.85,75.92,29.0,0.71,6.18,0.376,0.666,4.5,2,5,4,1.0,0.06,0.296,0
8.15,81.52,21.0,0.59,0.62,0.211,0.725,5.5,4,6,4,1.0,0.013,0.2832,0
8.12,32.46,66.0,0.71,4.27,0.261,0.547,7.0,4,6,2,2.0,0.06,0.2017,0
0.0,0.0,5.0,0.35,3.63,0.205,0.619,4.0,5,4,10,1.0,0.1,0.1722,1
0.0,65.79,32.0,3.04,3.27,0.235,0.586,4.0,5,4,4,1.0,0.06,0.259,0
23.96,59.9,18.0,0.42,3.07,0.196,0.39,6.0,5,4,8,3.0,0.06,0.3202,1
5.8,46.4,27.0,0.91,0.48,0.221,0.696,6.5,9,6,5,1.0,0.1,0.2667,0
15.92,27.84,21.0,0.58,3.9,0.36,0.605,3.0,5,3,8,1.0,0.06,0.2433,0
13.08,91.56,13.0,0.0,7.77,0.249,0.446,5.0,4,7,10,1.0,0.1,0.3872,1
9.66,86.97,11.0,0.49,0.4,0.302,0.313,5.5,5,2,4,1.0,0.06,0.3151,1
16.33,81.66,319.0,0.0,4.13,0.23,0.916,6.5,2,6,2,1.0,0.06,0.2083,0
10.9,76.29,16.0,0.35,0.56,0.155,0.366,5.5,7,4,3,1.0,0.06,0.3212,0
0.0,23.29,92.0,0.82,1.43,0.208,0.764,5.0,6,7,10,1.0,0.06,0.1623,0
0.0,16.24,21.0,0.99,1.88,0.146,0.384,2.5,6,1,4,1.0,0.06,0.186,0
9.89,39.57,66.0,0.7,5.05,0.221,0.708,7.0,7,3,6,1.0,0.06,0.2545,0
10.44,73.05,23.0,0.12,1.44,0.248,0.488,3.0,5,4,1,1.0,0.06,0.291,0
0.0,45.76,8.0,0.59,3.48,0.205,0.738,6.0,3,3,3,1.0,0.06,0.2179,0
8.78,87.79,16.0,1.07,0.39,0.25,0.762,6.5,4,8,3,1.0,0.06,0.2982,0
37.74,59.22,36.0,0.78,2.35,0.406,0.672,5.5,3,4,5,1.0,0.06,0.3147,0
4.23,29.59,4.0,0.23,1.15,0.097,0.619,6.5,7,8,3,1.0,0.06,0.2291,0
43.83,56.34,9.0,0.12,2.13,0.292,0.646,4.0,8,9,7,1.0,0.06,0.413,0
43.52,43.52,28.0,0.94,2.69,0.185,0.541,5.5,4,7,4,1.0,0.06,0.3208,0
16.17,97.03,23.0,0.48,4.14,0.294,0.592,9.5,4,5,6,1.0,0.06,0.3677,0
39.05,117.15,19.0,0.23,2.45,0.364,0.832,3.5,2,6,9,1.0,0.1,0.444,0
37.47,37.47,29.0,0.84,0.91,0.317,0.704,6.5,2,4,7,1.0,0.06,0.2533,0
24.19,108.87,37.0,0.88,0.1,0.355,0.698,7.5,4,5,5,1.0,0.06,0.3709,0
0.0,0.0,32.0,0.26,2.46,0.38,0.648,5.0,2,2,4,2.0,0.06,0.1327,0
25.1,100.41,1442.0,4.31,0.96,0.12,0.501,5.5,7,4,2,1.0,0.06,0.2953,0
0.0,0.0,1.0,0.26,7.9,0.215,0.273,7.5,5,5,4,1.0,0.06,0.1999,1
0.0,11.07,319.0,0.0,6.26,-0.014,0.079,3.5,8,2,7,1.0,0.06,0.146,0
0.0,78.2,36.0,0.85,0.7,0.188,0.452,5.5,6,3,6,1.0,0.06,0.2709,0
6.52,39.1,12.0,0.33,0.62,0.162,0.534,5.0,2,5,5,9.0,0.06,0.1916,0
23.69,63.18,110.0,0.52,0.34,0.279,0.798,6.0,8,4,9,6.0,0.06,0.2828,0
11.73,82.12,17.0,0.82,0.18,0.239,0.204,3.5,5,4,2,1.0,0.1,0.3056,1
12.38,33.9,0.0,0.48,1.04,-0.046,0.619,5.5,3,5,6,1.0,0.06,0.2147,0
7.21,21.63,0.0,0.0,1.04,-0.032,0.619,6.5,5,7,4,3.0,0.06,0.2042,0
34.62,34.62,291.0,3.04,2.19,0.262,0.52,5.0,1,5,7,1.0,0.06,0.1587,0
40.15,40.15,2.0,0.91,1.04,-0.043,0.541,4.0,5,6,4,1.0,0.06,0.3199,0
28.49,56.99,7.0,0.12,2.53,0.135,0.166,7.5,8,8,8,2.0,0.06,0.371,1
8.28,74.53,12.0,0.48,0.02,0.418,0.607,4.5,9,7,2,2.0,0.06,0.3342,0
12.53,62.66,24.0,0.59,2.74,0.299,0.483,4.0,2,3,3,1.0,0.06,0.2515,1
48.23,61.0,2.0,0.23,2.0,0.204,0.592,5.5,3,3,5,6.0,0.1,0.3697,1
6.77,74.46,3.0,0.42,1.07,0.098,0.121,6.5,3,3,10,3.0,0.06,0.2688,0
22.22,99.99,28.0,0.23,3.05,0.425,0.85,5.5,6,6,2,4.0,0.06,0.4079,0
32.42,57.3,107.0,2.2,1.28,0.423,0.865,4.0,8,3,8,1.0,0.06,0.3052,0
8.04,80.38,5.0,0.48,0.58,0.196,0.55,3.0,5,5,4,1.0,0.06,0.3027,0
8.89,62.24,8.0,0.0,4.52,-0.015,0.025,3.5,2,2,7,1.0,0.06,0.2643,1
11.04,88.32,40.0,1.09,0.29,0.313,0.617,6.5,10,4,8,1.0,0.06,0.3689,0
13.62,95.37,37.0,0.91,2.78,0.253,0.651,2.5,5,6,4,1.0,0.06,0.3479,0
40.38,40.38,264.0,2.25,1.78,0.287,0.738,5.5,3,5,5,1.0,0.013,0.1926,0
39.22,39.22,115.0,0.96,6.69,0.285,0.734,4.5,4,3,6,1.0,0.06,0.2792,0
8.34,75.03,5.0,0.0,9.81,0.363,0.355,7.0,2,8,5,1.0,0.06,0.3338,1
19.45,97.23,12.0,0.26,1.73,0.241,0.567,8.0,4,3,6,1.0,0.06,0.3636,0
26.57,79.72,4.0,0.26,5.44,0.184,0.103,4.0,3,8,7,1.0,0.06,0.3738,1
0.0,71.24,11.0,0.33,8.66,0.218,0.357,4.0,2,1,9,1.0,0.06,0.2887,0
48.6,48.6,133.0,0.42,10.05,0.322,0.564,2.5,7,4,4,1.0,0.1,0.3833,0
9.94,69.61,10.0,0.12,1.66,0.319,0.406,5.5,8,8,6,1.0,0.06,0.3315,0
0.0,0.0,3.0,0.12,7.28,0.193,0.13,5.5,2,3,1,1.0,0.013,0.1683,1
23.26,23.26,10.0,0.16,1.09,0.232,0.398,7.0,5,4,4,2.0,0.06,0.2388,0
22.83,45.65,5.0,0.48,2.92,0.056,0.312,4.0,5,3,5,1.0,0.1,0.2957,1
0.0,72.87,19.0,0.37,2.27,0.188,0.617,4.0,3,2,7,1.0,0.06,0.2486,0
11.3,79.08,15.0,0.12,1.44,0.452,0.824,4.5,1,1,1,1.0,0.06,0.2614,0
10.37,82.94,7.0,0.16,1.09,0.288,0.533,5.0,4,6,7,2.0,0.06,0.3047,0
23.07,92.28,9.0,0.33,0.4,0.234,0.426,3.5,7,1,5,1.0,0.06,0.396,0
8.11,32.44,319.0,0.0,5.37,0.018,0.101,3.5,5,8,3,3.0,0.06,0.1579,0
20.61,20.61,6.0,0.23,5.22,-0.018,0.619,4.0,6,6,5,2.0,0.06,0.2725,0
0.0,52.31,11.0,0.37,0.85,0.279,0.74,6.5,9,3,1,1.0,0.06,0.2747,0
0.0,43.56,31.0,0.23,0.97,0.176,0.703,8.0,2,2,6,1.0,0.06,0.1783,0
0.0,14.43,391.0,5.42,4.75,0.333,0.616,6.5,5,4,6,1.0,0.06,0.1218,0
0.0,0.0,64.0,3.62,0.86,0.352,0.808,7.5,3,3,6,1.0,0.06,0.1216,0
6.54,45.79,3.0,0.35,2.17,0.054,0.288,4.0,6,5,1,1.0,0.06,0.2597,1
36.75,36.75,5.0,0.26,1.19,0.206,0.159,2.0,5,4,2,1.0,0.06,0.3027,1
15.69,62.76,25.0,0.98,1.88,0.261,0.631,7.0,3,10,4,2.0,0.06,0.2641,0
10.48,41.91,87.0,0.66,1.09,0.273,0.738,6.0,4,5,2,1.0,0.06,0.1905,0
0.0,17.74,59.0,1.77,1.65,0.441,0.74,4.0,5,8,2,4.0,0.06,0.1617,0
8.94,89.42,14.0,0.48,1.47,0.276,0.461,5.0,5,5,8,2.0,0.06,0.3253,0
7.36,66.26,23.0,0.42,4.93,0.246,0.529,6.0,5,4,7,1.0,0.06,0.2983,0
24.73,49.46,3.0,0.23,0.74,0.096,-0.018,6.5,4,5,4,1.0,0.1,0.2793,1
0.0,0.0,17.0,0.42,0.38,0.23,0.526,5.5,5,3,4,3.0,0.06,0.1498,0
7.45,74.51,1.0,0.12,4.24,0.064,0.619,8.0,2,8,4,1.0,0.06,0.2852,1
0.0,0.0,319.0,0.0,11.13,-0.027,0.104,6.0,5,4,1,1.0,0.06,0.1353,0
31.6,31.6,1134.0,6.38,2.48,0.255,0.887,5.5,1,4,8,2.0,0.06,0.1513,0
18.46,55.37,94.0,3.16,0.82,0.212,0.009,5.0,5,5,6,1.0,0.06,0.2339,0
8.15,81.52,36.0,1.09,1.44,0.247,0.738,5.0,3,7,9,1.0,0.06,0.2688,0
0.0,88.22,16.0,0.85,0.95,0.206,0.581,6.0,6,6,3,1.0,0.06,0.3044,0
0.0,0.0,319.0,0.0,2.55,-0.089,0.102,3.0,9,5,3,9.0,0.06,0.1237,0
0.0,35.06,47.0,1.51,3.18,0.31,0.696,5.0,5,6,6,1.0,0.013,0.2,0
0.0,0.0,22.0,1.77,1.79,0.39,0.674,6.0,5,6,6,1.0,0.06,0.1552,0
10.48,10.48,31.0,1.56,1.77,0.478,0.809,6.0,5,4,3,1.0,0.1,0.1847,0
9.33,83.98,10.0,0.12,2.94,0.336,0.36,4.0,1,7,9,1.0,0.06,0.2801,1
34.6,34.6,112.0,1.92,0.08,0.329,0.639,5.5,2,4,6,1.0,0.06,0.1933,0
21.5,85.99,12.0,0.23,0.75,0.371,0.848,5.5,4,6,5,1.0,0.06,0.337,0
0.0,24.93,18.0,0.23,4.66,0.474,0.805,6.5,6,7,1,1.0,0.06,0.2184,0
5.54,55.36,2.0,0.66,3.69,0.091,0.378,2.5,4,7,3,1.0,0.06,0.2635,1
12.74,89.17,21.0,0.12,2.25,0.422,0.838,5.5,3,3,5,1.0,0.06,0.312,0
0.0,0.0,7.0,0.96,5.1,0.181,0.662,7.5,10,7,6,1.0,0.1,0.2285,0
0.0,0.0,27.0,0.23,8.65,0.14,0.343,5.5,4,6,5,1.0,0.06,0.1832,0
54.09,81.14,18.0,0.62,10.9,0.256,0.778,8.5,3,6,10,1.0,0.1,0.5101,0
8.0,56.0,141.0,1.52,1.52,0.3,0.818,6.0,7,5,2,1.0,0.06,0.212,0
0.0,49.33,1452.0,0.26,1.04,0.328,0.562,2.5,1,4,1,1.0,0.06,0.1153,0
19.45,97.23,8.0,0.52,2.59,0.192,0.358,5.5,2,4,2,1.0,0.06,0.3467,0
15.95,79.74,1.0,0.23,6.28,0.079,-0.064,3.5,4,2,5,1.0,0.06,0.3647,1
16.01,56.03,790.0,6.2,2.4,0.247,0.477,10.0,6,7,4,1.0,0.06,0.1966,0
39.87,39.87,96.0,1.3,1.32,0.391,0.784,6.5,2,4,3,1.0,0.06,0.2294,0
0.0,31.12,13.0,0.12,2.45,0.376,0.693,5.0,6,7,3,2.0,0.06,0.2158,0
25.75,60.08,103.0,1.07,0.39,0.242,0.651,3.5,3,6,4,1.0,0.06,0.2298,0
45.98,45.98,11.0,0.42,5.56,0.342,0.596,5.5,4,3,1,6.0,0.1,0.3709,0
0.0,0.0,4.0,0.23,1.66,0.187,0.645,4.0,5,6,5,1.0,0.06,0.1617,0
27.77,111.09,4.0,0.33,0.62,0.324,0.813,2.5,10,6,7,1.0,0.1,0.505,0
22.1,77.33,11.0,0.23,1.44,0.366,0.768,3.0,6,10,6,1.0,0.06,0.3546,0
10.72,75.03,44.0,1.17,2.19,0.369,0.73,6.5,3,3,4,1.0,0.06,0.2648,0
7.48,52.33,132.0,0.48,3.94,0.37,0.799,7.5,4,2,5,1.0,0.06,0.1962,0
7.4,36.98,319.0,1.21,0.54,0.152,0.264,6.0,5,3,2,1.0,0.06,0.1377,0
7.4,36.98,319.0,0.0,4.52,0.069,0.042,4.0,4,5,4,2.0,0.06,0.1499,0
39.38,48.83,5.0,0.63,0.31,0.15,0.41,5.0,5,3,6,1.0,0.1,0.327,1
29.83,29.83,5.0,0.0,4.88,-0.09,0.488,3.0,5,4,3,1.0,0.06,0.3008,1
10.84,75.91,28.0,0.48,9.66,0.29,0.39,3.5,4,6,5,1.0,0.06,0.3533,0
10.04,50.19,96.0,0.62,0.45,0.338,0.39,2.0,6,1,6,1.0,0.06,0.2129,0
34.09,45.55,23.0,0.59,0.37,0.239,0.565,4.0,6,8,4,1.0,0.06,0.3069,0
33.56,33.56,18.0,0.48,1.2,0.246,0.57,8.0,3,7,4,2.0,0.06,0.2563,0
10.95,98.59,25.0,1.47,1.32,0.256,0.562,7.0,3,6,8,1.0,0.06,0.3152,0
11.05,66.3,13.0,0.12,3.9,0.41,0.624,5.5,4,5,1,1.0,0.06,0.2938,0
8.52,59.61,5.0,0.0,7.41,0.34,0.283,8.0,6,6,8,2.0,0.06,0.3343,1
20.51,82.05,7.0,0.26,3.48,0.347,0.835,6.0,7,6,5,1.0,0.06,0.3959,0
7.95,79.47,7.0,0.26,2.42,0.094,0.619,7.5,5,2,4,1.0,0.06,0.3151,1
20.68,48.84,8.0,0.37,0.85,0.405,0.697,7.5,4,8,4,1.0,0.1,0.2653,0
0.0,0.0,14.0,0.7,0.34,0.352,0.562,5.0,6,2,4,1.0,0.06,0.1586,0
0.0,49.91,5.0,0.46,0.05,0.253,0.482,6.5,5,6,5,1.0,0.06,0.2232,0
31.56,60.8,8.0,0.12,3.9,0.289,0.387,2.5,3,2,4,1.0,0.013,0.3319,1
10.14,60.82,10.0,0.35,0.34,0.397,0.838,6.5,3,5,5,7.0,0.013,0.2435,0
9.08,90.77,10.0,0.35,1.73,0.354,0.698,7.0,10,2,6,1.0,0.06,0.4031,0
7.96,55.75,19.0,0.37,3.11,0.262,0.671,4.0,7,2,10,1.0,0.06,0.2919,0
7.7,69.32,10.0,0.33,5.89,0.328,0.491,8.0,2,5,4,1.0,0.06,0.284,0
0.0,0.0,8.0,0.26,0.63,0.332,0.556,7.5,8,4,4,1.0,0.06,0.1796,0
11.07,88.57,20.0,0.74,0.39,0.213,0.502,6.5,4,5,2,1.0,0.06,0.3036,0
16.17,97.03,17.0,0.37,10.11,0.28,0.628,6.5,3,7,5,1.0,0.013,0.4145,0
30.53,50.88,104.0,6.3,1.16,0.224,0.644,7.5,10,4,8,2.0,0.06,0.3135,0
0.0,19.34,145.0,4.12,3.4,0.35,0.704,4.5,1,6,5,11.0,0.06,0.1132,0
7.66,38.86,0.0,1.1,1.04,0.154,0.584,8.5,4,2,6,2.0,0.06,0.2221,0
0.0,0.0,1.0,0.12,1.66,0.159,0.349,4.0,4,1,7,1.0,0.06,0.1549,1
0.0,0.0,11.0,0.48,6.57,0.122,0.389,7.0,4,5,7,1.0,0.1,0.178,0
0.0,50.42,425.0,2.03,6.13,0.357,0.766,7.0,10,4,4,2.0,0.1,0.2168,0
0.0,0.0,27.0,0.0,2.55,0.198,0.791,2.0,6,7,4,1.0,0.06,0.1653,0
16.26,29.15,60.0,2.49,2.57,0.418,0.715,4.0,7,7,10,1.0,0.06,0.2372,0
35.5,45.53,33.0,2.19,3.08,0.288,0.743,4.0,7,3,7,1.0,0.06,0.3413,0
10.65,95.83,21.0,0.42,1.6,0.272,0.712,4.0,4,8,3,6.0,0.06,0.3268,0
17.79,71.14,3.0,0.0,5.28,0.064,0.0,4.0,6,8,5,1.0,0.06,0.369,0
0.0,45.76,6.0,0.33,2.94,0.24,0.56,6.0,3,8,3,1.0,0.013,0.2153,1
10.28,71.99,52.0,2.22,0.43,0.317,0.607,5.5,9,2,10,1.0,0.013,0.3122,0
0.0,0.0,10.0,0.82,12.4,0.206,0.565,5.0,4,8,4,1.0,0.06,0.2152,0
8.75,52.49,11.0,0.58,1.84,0.17,0.596,4.5,6,5,6,1.0,0.06,0.2704,1
0.0,54.03,9.0,0.37,2.03,0.231,0.78,5.0,2,8,4,1.0,0.06,0.2106,0
0.0,0.0,6.0,0.0,2.55,0.231,0.534,4.5,3,3,2,1.0,0.06,0.1498,0
14.29,50.01,1106.0,1.35,6.53,0.321,0.355,4.0,2,2,6,1.0,0.1,0.1734,0
8.59,77.33,58.0,0.99,1.95,0.218,0.669,8.0,10,3,8,2.0,0.06,0.3408,0
0.0,65.15,85.0,1.91,1.8,0.213,0.448,5.0,1,4,8,1.0,0.1,0.1802,0
0.0,32.68,289.0,3.23,1.03,0.234,0.759,5.5,5,1,2,1.0,0.06,0.1241,0
9.25,74.02,8.0,0.23,4.99,0.144,0.475,6.0,4,7,2,1.0,0.06,0.3164,0
12.62,88.32,36.0,1.07,2.09,0.314,0.551,5.5,5,5,5,1.0,0.06,0.3248,0
9.55,28.66,319.0,0.0,5.49,-0.024,0.018,7.5,2,4,1,1.0,0.06,0.1341,0
0.0,24.9,28.0,0.26,6.46,0.397,0.668,3.5,5,5,6,1.0,0.06,0.2153,0
51.26,51.26,19.0,2.21,1.79,0.304,0.645,6.0,8,5,4,5.0,0.06,0.415,0
12.58,24.6,80.0,1.61,1.76,0.386,0.726,5.5,3,6,4,1.0,0.06,0.1691,0
4.23,29.59,7.0,1.25,2.12,0.164,0.619,5.0,4,2,6,1.0,0.1,0.2037,0
17.98,71.91,6.0,0.37,0.98,0.283,0.665,5.5,3,5,9,1.0,0.06,0.2915,0
0.0,15.27,19.0,0.12,1.44,0.542,0.816,3.5,8,5,3,2.0,0.06,0.2015,0
26.19,104.76,23.0,0.0,2.37,0.438,0.856,2.0,5,7,1,1.0,0.06,0.4141,0
14.29,50.01,1122.0,1.97,1.97,0.333,0.382,4.0,5,4,3,1.0,0.06,0.1731,0
43.23,43.23,70.0,0.42,7.58,0.292,0.589,3.5,9,4,2,1.0,0.06,0.4045,0
0.0,44.92,146.0,0.33,1.09,0.19,0.621,3.5,4,3,9,1.0,0.06,0.1499,0
0.0,87.41,75.0,0.42,1.76,0.184,0.786,6.5,7,6,8,1.0,0.06,0.2852,0
18.08,54.24,438.0,8.82,2.5,0.212,0.291,5.0,5,5,8,1.0,0.06,0.1896,0
0.0,25.73,319.0,0.0,4.02,0.101,0.875,5.5,6,9,9,1.0,0.06,0.1372,0
0.0,33.16,1.0,0.7,2.56,0.277,0.619,5.5,10,4,3,1.0,0.1,0.2707,0
12.81,51.23,26.0,0.35,3.17,0.2,0.601,7.5,5,5,7,7.0,0.013,0.2685,0
22.05,34.69,27.0,1.66,3.4,0.454,0.781,2.5,5,2,8,1.0,0.06,0.2636,0
30.12,75.31,11.0,0.16,1.09,0.191,0.201,3.5,5,3,7,1.0,0.06,0.3578,0
6.41,57.69,31.0,0.52,0.5,0.221,0.51,2.5,4,2,4,2.0,0.06,0.2299,0
13.88,48.59,1143.0,1.55,5.69,0.345,0.412,4.5,8,3,4,1.0,0.1,0.222,0
39.64,39.64,155.0,1.17,4.1,0.332,0.719,7.0,5,5,7,2.0,0.06,0.2493,0
19.41,58.24,44.0,0.52,1.19,0.429,0.825,6.0,6,6,4,1.0,0.06,0.2845,0
0.0,98.01,1565.0,2.55,0.52,0.187,0.825,7.0,3,4,5,1.0,0.06,0.1848,0
8.19,40.93,763.0,0.49,9.12,0.325,0.757,6.5,4,4,6,2.0,0.06,0.1818,0
0.0,42.96,6.0,0.23,1.3,0.104,0.337,4.0,10,3,3,1.0,0.06,0.2759,1
0.0,19.22,2.0,0.12,1.44,0.045,0.619,6.0,6,8,4,1.0,0.06,0.1964,1
10.44,73.05,28.0,0.12,1.84,0.311,0.652,5.5,8,3,9,1.0,0.06,0.3297,0
0.0,0.0,28.0,2.39,0.66,0.197,0.874,5.0,2,10,4,2.0,0.06,0.1259,0
11.99,83.91,27.0,0.0,3.85,0.25,0.328,3.0,6,6,5,4.0,0.06,0.3489,0
47.78,47.78,12.0,0.42,0.15,0.229,0.509,5.5,9,3,3,1.0,0.06,0.3996,0
21.81,76.35,9.0,0.12,3.74,0.286,0.403,5.0,3,6,2,1.0,0.013,0.3331,1
25.07,100.27,20.0,0.35,0.34,0.268,0.633,3.5,7,9,3,1.0,0.06,0.4119,0
17.6,52.79,1120.0,1.21,0.35,0.292,0.346,8.0,2,8,4,1.0,0.06,0.1495,0
0.0,40.59,1171.0,3.52,6.15,0.42,0.656,6.5,10,6,4,2.0,0.06,0.2018,0
0.0,47.14,147.0,1.69,1.84,0.181,0.357,6.0,10,7,1,1.0,0.06,0.2096,0
15.67,41.79,670.0,5.77,0.18,0.211,0.555,7.0,4,6,3,1.0,0.06,0.1476,0
0.0,49.02,6.0,0.26,5.7,0.31,0.593,4.0,7,10,4,1.0,0.013,0.2865,0
13.14,65.72,6.0,0.26,6.51,-0.005,0.619,5.0,6,7,5,1.0,0.06,0.3523,1
0.0,12.02,7.0,0.62,0.31,0.26,0.562,6.5,7,7,8,1.0,0.06,0.186,0
4.44,31.05,135.0,1.04,3.03,0.175,0.397,6.5,5,4,3,1.0,0.06,0.1632,0
0.0,61.06,10.0,0.58,9.08,0.382,0.768,4.5,7,1,4,2.0,0.06,0.337,0
12.38,61.88,21.0,0.23,2.89,0.297,0.621,3.5,7,5,4,1.0,0.06,0.3133,0
39.2,52.1,8.0,0.16,1.09,0.215,0.619,5.0,4,6,2,1.0,0.06,0.3249,1
11.49,68.92,12.0,0.16,1.09,0.288,0.248,1.5,6,6,9,10.0,0.06,0.3024,1
36.31,36.31,6.0,0.62,2.6,0.267,0.43,3.5,7,5,4,1.0,0.06,0.3383,0
40.64,62.62,20.0,1.98,3.15,0.278,0.677,7.0,6,10,5,1.0,0.06,0.3899,0
12.09,36.28,1608.0,7.19,3.84,0.277,0.403,5.0,3,6,5,1.0,0.06,0.146,0
0.0,0.0,5.0,0.12,1.44,0.168,0.447,4.0,6,3,5,4.0,0.06,0.1683,0
14.11,70.54,1.0,0.58,3.15,0.098,0.101,3.5,4,1,2,1.0,0.1,0.3121,1
33.56,33.56,13.0,0.35,9.01,0.298,0.787,5.5,3,6,8,7.0,0.06,0.3235,0
0.0,0.0,319.0,0.0,3.24,0.065,0.514,5.0,7,5,4,1.0,0.06,0.114,0
27.45,54.91,8.0,0.12,1.44,0.155,0.405,3.5,8,9,5,1.0,0.013,0.3525,1
20.71,93.18,7.0,0.26,0.63,0.365,0.706,4.0,9,6,7,3.0,0.06,0.4231,0
20.87,83.49,9.0,0.52,1.19,0.23,0.522,2.5,8,3,6,1.0,0.06,0.3913,0
0.0,15.27,17.0,0.59,2.48,0.494,0.791,6.0,3,8,6,1.0,0.06,0.1639,0
8.58,77.26,15.0,0.46,2.4,0.289,0.606,6.5,3,5,8,1.0,0.06,0.2822,0
19.69,49.23,182.0,2.8,1.06,0.19,0.341,4.5,6,6,4,1.0,0.06,0.1944,0
0.0,16.45,12.0,0.73,4.4,0.09,0.521,5.5,8,5,6,1.0,0.06,0.2268,1
8.97,44.83,97.0,0.88,3.33,0.27,0.46,3.5,7,10,7,1.0,0.06,0.2315,0
0.0,0.0,25.0,0.74,0.27,0.316,0.689,7.0,5,4,4,1.0,0.06,0.1463,0
27.07,40.6,0.0,0.26,1.04,0.057,0.164,7.5,7,4,4,1.0,0.013,0.3103,0
0.0,28.95,98.0,0.0,7.95,-0.232,0.619,4.5,4,4,8,1.0,0.06,0.1876,1
14.67,58.69,22.0,0.12,1.44,0.113,0.334,5.0,5,4,2,3.0,0.06,0.2759,0
12.99,12.99,22.0,0.26,5.62,0.501,0.809,5.0,3,4,3,2.0,0.06,0.2031,0
10.65,95.83,8.0,0.12,3.61,0.314,0.135,4.5,7,6,1,1.0,0.06,0.3958,1
7.48,52.33,113.0,1.66,2.34,0.39,0.842,7.0,2,5,7,1.0,0.06,0.1769,0
23.84,71.53,159.0,0.37,1.2,0.294,0.697,5.0,3,4,7,4.0,0.06,0.2204,0
0.0,0.0,679.0,4.42,1.97,0.162,0.629,3.0,5,8,7,1.0,0.06,0.0979,0
14.33,57.3,1.0,0.12,2.0,0.187,0.618,4.5,5,4,7,2.0,0.06,0.2896,1
0.0,38.87,22.0,0.52,1.55,0.308,0.389,4.5,4,2,5,1.0,0.06,0.1976,0
0.0,19.36,1676.0,4.83,1.82,0.275,0.434,7.0,2,4,6,1.0,0.1,0.0974,0
0.0,32.66,15.0,0.12,1.66,0.191,0.436,7.5,6,4,2,1.0,0.06,0.2119,0
10.42,62.53,5.0,0.0,9.18,0.3,0.317,7.5,5,4,5,2.0,0.1,0.3486,1
16.72,16.72,18.0,0.52,0.63,0.266,0.355,5.5,4,5,10,2.0,0.06,0.1963,0
9.25,64.77,84.0,1.26,1.2,0.304,0.584,7.0,6,2,2,1.0,0.06,0.2467,0
15.82,55.37,928.0,8.42,1.98,0.244,0.418,3.0,5,3,3,1.0,0.1,0.1835,0
14.27,71.34,0.0,0.52,10.46,-0.022,0.619,4.0,2,4,6,1.0,0.06,0.3531,1
11.34,56.7,19.0,0.35,7.77,0.353,0.644,4.0,7,2,6,1.0,0.1,0.3439,0
18.8,75.22,19.0,2.79,1.98,0.271,0.72,3.0,3,8,4,1.0,0.013,0.3005,0
